Date,Midcoast,Duppy Conquerors,JW Group,Yankee Ford Sporting Club,The Real Portland Timbers,Carlos Auto Repair,Heartbreakers FC,Portland Phoenix FC,Thunder FC,Lone Pine,Old Port FC,U Gonna Learn Today,The Escape Room,One Love FC,Farmers FC,Baxter Pines FC
2021-06-22,1763.7499211999495,,,,1236.25007880005,,,,,,,,1236.25007880005,1763.7499211999495,,
2021-06-24,1763.7499211999495,1763.7499211999495,,1236.25007880005,1236.25007880005,,,,,1236.25007880005,,1763.7499211999495,1236.25007880005,1763.7499211999495,,
2021-06-25,1917.4308738454422,1763.7499211999495,1292.4965637754517,1236.25007880005,1015.6390702060438,,,,,1236.25007880005,,1763.7499211999495,1456.8610873940563,1763.7499211999495,,
2021-06-29,1567.0296588911822,1763.7499211999495,1292.4965637754517,1126.2222582237441,1015.6390702060438,,,,,1667.5538923317608,,1873.777741776256,1456.8610873940563,1763.7499211999495,,
2021-07-01,1567.0296588911822,1984.360929793956,1101.4666053899866,1126.2222582237441,1015.6390702060438,,,,,1667.5538923317608,,1873.777741776256,1600.320426198858,1543.1389126059432,,
2021-07-06,1807.4298023481313,1679.9790622377423,1101.4666053899866,1126.2222582237441,1015.6390702060438,,,,,1667.5538923317608,,2015.783574980901,1494.3886319886121,1543.1389126059432,,
2021-07-08,1807.4298023481313,1679.9790622377423,1101.4666053899866,899.6652646761327,1222.930076855923,,,,,1471.9497007160355,,2015.783574980901,1494.3886319886121,1762.5366958071359,,
2021-07-13,1807.4298023481313,1679.9790622377423,1064.5674728892418,899.6652646761327,1222.930076855923,,,,,1622.8584877541225,,2047.3446812104933,1345.4871569852994,1762.5366958071359,,
2021-07-15,1827.8150077481341,1750.1645310409692,1064.5674728892418,872.3479779251805,1147.1090803993586,,,,,1622.8584877541225,,2047.3446812104933,1345.4871569852994,1762.5366958071359,,
2021-07-20,1882.0324729813572,1750.1645310409692,1064.5674728892418,872.3479779251805,1100.7721401071303,,,,,1622.8584877541225,,2047.3446812104933,1293.7817822511502,1815.5366352611031,,
2021-07-22,1882.0324729813572,1772.1658050466149,1064.5674728892418,845.4184760624904,1100.7721401071303,,,,,1564.3611662209958,,2130.836774034512,1293.7817822511502,1815.5366352611031,,
2021-07-27,1882.0324729813572,1772.1658050466149,1064.5674728892418,845.4184760624904,1042.9356689331382,,,,,1612.590669521083,,2216.7296283077435,1293.7817822511502,1729.616306499088,,
2021-07-29,1882.0324729813572,1805.233038283618,1012.3896523018207,774.8966212623839,1042.9356689331382,,,,,1612.590669521083,,2216.7296283077435,1342.997906571933,1729.616306499088,,
2021-08-03,1882.0324729813572,1857.7602444255526,1012.3896523018207,759.6443657641738,1042.9356689331382,,,,,1612.590669521083,,2216.7296283077435,1299.995744196761,1744.0169709674992,,
2021-08-05,1591.9080669236405,1857.7602444255526,954.8611791445745,759.6443657641738,1337.003966244663,,,,,1644.209776957851,,2216.7296283077435,1299.995744196761,1744.0169709674992,,
2021-08-10,1519.570439871012,1857.7602444255526,954.8611791445745,742.9063444953491,1337.003966244663,,,,,1656.280143737742,,2216.7296283077435,1299.995744196761,1842.752390754414,,
2021-08-11,1519.570439871012,1938.185202833074,868.0677716209857,742.9063444953491,1337.003966244663,,,,,1589.392650606128,,2216.7296283077435,1349.4610878837148,1842.752390754414,,
2021-08-12,1519.570439871012,1938.185202833074,855.4329525798294,742.9063444953491,1325.1721311539795,,,,,1589.392650606128,,2233.531218893,1349.4610878837148,1852.526407475634,,
2021-08-17,1519.570439871012,1918.382048949665,855.4329525798294,742.9063444953491,1325.1721311539795,,,,,1645.4586471429368,,2233.531218893,1291.1644346939252,1873.717440490199,,
2021-08-18,1580.7768629128868,1918.382048949665,855.4329525798294,741.6690170121351,1257.337595237186,,,,,1645.4586471429368,,2234.7614030641375,1291.1644346939252,1873.717440490199,,
2021-08-19,1580.7768629128868,1918.382048949665,959.4501304012837,640.9046801741789,1257.337595237186,,,,,1645.4586471429368,,2234.7614030641375,1269.3483394364166,1896.1298370217326,,
2021-08-24,1580.7768629128868,1876.3273093507744,894.314741647382,640.9046801741789,1304.5858311481256,,,,,1645.4586471429368,,2306.805058710609,1269.3483394364166,1896.1298370217326,,
2021-08-25,1580.7768629128868,1894.1476668669168,894.314741647382,640.9046801741789,1304.5858311481256,,,,,1645.4586471429368,,2306.805058710609,1250.723756090143,1896.1298370217326,,
2021-08-26,1566.9566363944919,1894.1476668669168,878.1852550047856,640.9046801741789,1304.5858311481256,,,,,1657.904838926773,,2327.2362468034335,1250.723756090143,1896.1298370217326,,
2021-08-31,1566.9566363944919,1894.1476668669168,878.1852550047856,640.9046801741789,1375.1559091047359,,,,,1589.0592255645013,,2327.2362468034335,1371.16164358939,1764.896769107059,,
2021-09-02,1555.420955293264,1897.7044811869494,873.1986546032256,640.9046801741789,1375.1559091047359,,,,,1589.0592255645013,,2343.8972006319013,1371.16164358939,1764.896769107059,,
2021-09-07,1518.464668451821,1932.4129491372234,873.1986546032256,640.9046801741789,1375.1559091047359,,,,,1589.0592255645013,,2350.2079620793684,1367.5560001744423,1764.896769107059,,
2021-09-14,1476.0585036433845,1932.4129491372234,873.1986546032256,640.9046801741789,1371.3589121733755,,,,,1589.0592255645013,,2356.295371472756,1367.5560001744423,1805.1501855808872,,
2021-09-16,1476.0585036433845,1964.3057729675186,866.4674602511255,640.9046801741789,1371.3589121733755,,,,,1557.790315290461,,2356.295371472756,1367.5560001744423,1809.1988123197305,,
2021-09-21,1476.0585036433845,1964.3057729675186,866.0635221142653,640.9046801741789,1371.3589121733755,,,,,1521.54893053619,,2356.7219252602663,1367.5560001744423,1845.2377739998428,,
2021-09-23,1490.4640253503392,1978.406411176418,843.9248097481056,640.9046801741789,1356.303271715014,,,,,1521.54893053619,,2356.7219252602663,1367.5560001744423,1845.2377739998428,,
2021-09-28,1490.4640253503392,1978.406411176418,1018.3409777448494,640.9046801741789,1237.3828872234367,,,,,1521.54893053619,,2160.796599067259,1367.5560001744423,1949.0978669348838,,
2021-09-30,1555.4049294996157,1978.406411176418,1018.3409777448494,640.9046801741789,1194.625942313493,,,,,1462.7412506664994,,2160.796599067259,1416.1603414900658,1949.0978669348838,,
2021-10-05,1490.0756281146312,1978.406411176418,1018.3409777448494,640.9046801741789,1194.625942313493,,,,,1522.6097211611566,,2160.796599067259,1400.8610242505558,1962.5320235681754,,
2021-10-07,1490.0756281146312,1817.3808203530086,1016.6471914053819,640.9046801741789,1331.336911045537,,,,,1522.6097211611566,,2162.6670269502247,1400.8610242505558,1962.5320235681754,,
2021-10-12,1490.0756281146312,1817.3808203530086,1016.6471914053819,640.9046801741789,1323.0477851214728,,,,,1513.8646469329892,,2178.5085378020117,1400.8610242505558,1971.4190464461112,,
2021-10-19,1490.0756281146312,1817.3808203530086,1016.6471914053819,640.9046801741789,1323.0477851214728,,,,,1513.8646469329892,,2071.8063225204637,1400.8610242505558,2034.349245562456,,
2022-06-14,,1838.90777447267,,,,,,,1284.5703404120432,1513.8646469329892,,2082.97507336548,1391.7666348451355,2034.349245562456,,
2022-06-16,,1838.90777447267,,,,,,1236.25007880005,1284.5703404120432,1501.6254163119947,,2082.97507336548,1391.7666348451355,2045.9411103432817,1763.7499211999495,
2022-06-21,,1838.90777447267,,,,,,1321.8698830605165,1849.7950000516937,1501.6254163119947,,2082.97507336548,1379.9715758282407,1979.04292414198,1763.7499211999495,
2022-06-23,,1809.0331384649594,,,,,,1321.8698830605165,1849.7950000516937,1480.8806644840015,,2121.3649505930603,1379.9715758282407,1979.04292414198,1948.3791089773501,
2022-06-28,,1809.0331384649594,,,,,,1321.8698830605165,1585.6322091354389,1539.0629561738467,,2165.986508775303,1379.9715758282407,1949.5293263254803,1948.3791089773501,
2022-06-30,,1823.9126919763016,,,,,,1266.8418127596028,1585.6322091354389,1539.0629561738467,,2165.986508775303,1454.284636643363,1949.5293263254803,1543.359887880337,
2022-07-05,,1843.494176117754,,,,,,1266.8418127596028,1684.1242890772364,1539.0629561738467,,2165.986508775303,1434.4253872939066,1949.5293263254803,1420.1267472498491,
2022-07-07,,1843.494176117754,,,,,,1240.87390449671,1684.1242890772364,1531.7974860844513,,2175.88460780669,1434.4253872939066,1955.9098517768834,1420.1267472498491,
2022-07-12,,1843.494176117754,,,,,,1331.631697268345,1814.315502929196,1506.3463978678749,,2116.546872243883,1434.4253872939066,1955.9098517768834,1420.1267472498491,
2022-07-14,,1802.3399795091584,,,,,,1331.631697268345,1814.315502929196,1506.3463978678749,,2116.546872243883,1529.8844815418306,1876.814745696285,1550.0185402539614,
2022-07-19,,1767.489636462208,,,,,,1331.631697268345,1814.315502929196,1544.3275902740177,,2116.546872243883,1487.734153805269,1906.3519255498277,1550.0185402539614,
2022-07-21,,1767.489636462208,,,,,,1434.7124260919654,1722.9627377630752,1544.3275902740177,,2024.7227936346503,1487.734153805269,1906.3519255498277,1739.7040560672046,
2022-07-26,,1767.489636462208,,,,,,1418.561961249506,1764.0877439834169,1544.3275902740177,,2033.7066313414273,1465.9127298016083,1906.3519255498277,1739.7040560672046,
2022-07-28,,1712.4271697928414,,,,,,1418.561961249506,1764.0877439834169,1594.157471369022,,2033.7066313414273,1465.9127298016083,1928.2610670898725,1686.2233760660263,
2022-08-02,,1682.2462727010773,,,,,,1418.561961249506,1819.7894623042562,1594.157471369022,,2042.6541555605243,1458.2763863053315,1928.2610670898725,1686.2233760660263,
2022-08-04,,1682.2462727010773,,,,,,1380.0389522428354,1819.7894623042562,1625.4450703785405,,2042.6541555605243,1458.2763863053315,1897.733339584145,1722.9884493705351,
2022-08-09,,1682.2462727010773,,,,,,1380.0389522428354,1884.1141350387365,1658.5032915116908,,2042.6541555605243,1458.2763863053315,1866.0566813484295,1649.4367447907343,
2022-08-11,,1716.037198188015,,,,,,1325.1419686042639,1884.1141350387365,1658.5032915116908,,2000.8013009424903,1486.8625595521273,1866.0566813484295,1649.4367447907343,
2022-08-16,,1716.037198188015,,,,,,1325.1419686042639,1884.1141350387365,1658.5032915116908,,2028.223477798665,1463.96300920498,1845.6756093411968,1688.6263847374316,
2022-08-18,,1663.4435642516048,,,,,,1430.4664785071184,1915.011335550496,1641.961943162757,,2028.223477798665,1463.96300920498,1845.6756093411968,1688.6263847374316,
2022-08-23,,1663.4435642516048,,,,,,1430.4664785071184,1943.0956950767243,1631.6946009467583,,2041.439383860156,1463.96300920498,1845.6756093411968,1658.0069175714304,
2022-08-25,,1646.8779858093285,,,,,,1491.261101342715,1943.0956950767243,1631.6946009467583,,2041.439383860156,1482.5580113169167,1815.6881070834716,1658.0069175714304,
2022-08-30,,1646.8779858093285,,,,,,1509.2208802107475,1943.0956950767243,1621.3636042213868,,2041.439383860156,1511.36963845867,1791.6007732490095,1658.0069175714304,
2022-09-01,,1672.8806433517525,,,,,,1509.2208802107475,1907.303695831583,1621.3636042213868,,2067.7923618663717,1511.36963845867,1791.6007732490095,1609.530589264951,
2022-09-06,,1672.8806433517525,,,,,,1552.4703855796497,1861.684191486619,1621.3636042213868,,2077.3694018393376,1511.36963845867,1791.6007732490095,1595.976262452902,
2022-09-08,,1704.4595149059733,,,,,,1552.4703855796497,1861.684191486619,1640.7413631601014,,2077.3694018393376,1490.0495227468482,1763.013217976459,1595.976262452902,
2022-09-13,,1725.5523757850829,,,,,,1543.9912905520528,1861.684191486619,1620.0668494315016,,2084.68440750337,1490.0495227468482,1763.013217976459,1595.976262452902,
2022-09-15,,1725.5523757850829,,,,,,1543.9912905520528,1876.4816819919465,1620.0668494315016,,2084.68440750337,1479.8911507921762,1777.9177336204727,1566.5673614227312,
2022-09-27,,1695.767470448086,,,,,,1543.9912905520528,1810.5864327045713,1620.0668494315016,,2084.68440750337,1525.8281652025514,1777.9177336204727,1618.6637683038061,
2022-09-29,,1695.767470448086,,,,,,1536.2448003720885,1810.5864327045713,1650.3759583208957,,2091.3984342464396,1525.8281652025514,1749.491991032024,1618.6637683038061,
2022-10-04,,1695.767470448086,,,,,,1536.2448003720885,1810.5864327045713,1643.6287562128418,,2100.650756281896,1506.687491500019,1749.491991032024,1648.537722693301,
2022-10-11,,1695.767470448086,,,,,,1536.2448003720885,1810.5864327045713,1643.6287562128418,,2109.353892251783,1506.687491500019,1749.491991032024,1638.0217773168094,
2023-06-08,,1695.767470448086,,,,,1162.7092089126495,,1833.296102166794,1629.12218262246,,2109.353892251783,1520.09136726952,1749.491991032024,1638.0217773168094,
2023-06-13,,1695.767470448086,,,,,1162.7092089126495,,1796.9539578704498,1629.12218262246,,2109.353892251783,1502.8378141908797,1773.0356589738162,1663.7538744284793,
2023-06-15,,1701.516015240776,,,,,1076.1789379779552,,1796.9539578704498,1671.8344712715293,,2051.050007807926,1502.8378141908797,1773.0356589738162,1663.7538744284793,
2023-06-20,,1678.3653568674958,,,,,1076.1789379779552,,1818.657127139755,1671.8344712715293,,2031.8078196173228,1502.8378141908797,1773.0356589738162,1697.3526832313314,
2023-06-22,,1678.3653568674958,,,,,1018.3779545336376,,1818.657127139755,1676.091289012049,,2031.8078196173228,1537.5998450214772,1741.7282006031305,1697.3526832313314,
2023-06-27,,1699.365594258637,,,,,1018.3779545336376,,1818.657127139755,1656.7022110076525,,2038.0202251512148,1532.2933301286475,1741.7282006031305,1697.3526832313314,
2023-06-29,,1699.365594258637,,,,,993.2784290844526,,1821.6877825585952,1656.7022110076525,,2038.0202251512148,1532.2933301286475,1758.705202958361,1670.3392299527773,
2023-07-06,,1681.3961691468585,,,,,993.2784290844526,,1821.6877825585952,1656.7022110076525,,2047.3985564605207,1532.2933301286475,1774.8632742878926,1659.1928112207986,
2023-07-11,,1681.3961691468585,,,,,958.3253700611552,,1821.6877825585952,1671.0745469489862,,2047.3985564605207,1516.648234369519,1774.8632742878926,1663.8600428258583,
2023-07-13,,1667.1138153528736,,,,,958.3253700611552,,1841.3750161479368,1671.0745469489862,,2059.5270679377663,1516.648234369519,1765.6402364527366,1663.8600428258583,
2023-07-18,,1667.1138153528736,,,,,940.1652896399346,,1841.3750161479368,1652.7495606015898,,2059.5270679377663,1516.648234369519,1767.3540665551468,1691.1039807785853,
2023-07-20,,1660.2361839282012,,,,,940.1652896399346,,1852.9229628777737,1652.7495606015898,,2067.6875140032653,1507.7869447157266,1767.3540665551468,1691.1039807785853,
2023-07-25,,1660.2361839282012,,,,,936.3076124475779,,1820.1029381565518,1652.7495606015898,,2068.184948191935,1507.7869447157266,1767.3540665551468,1724.918925259057,
2023-07-27,,1673.5524787689862,,,,,936.3076124475779,,1820.1029381565518,1638.8864871572282,,2068.184948191935,1493.954751281438,1780.8903318310972,1724.918925259057,
2023-08-01,,1675.820342449899,,,,,915.342103361457,,1820.1029381565518,1638.8864871572282,,2068.184948191935,1483.0207300421885,1780.8903318310972,1739.1261243303534,
2023-08-03,,1675.820342449899,,,,,915.342103361457,,1841.9083287786902,1633.4074412506654,,2075.2128749724907,1483.0207300421885,1765.4703444199627,1739.1261243303534,
2023-08-08,,1675.820342449899,,,,,1154.6395593953248,,1841.9083287786902,1607.234838805502,,2075.2128749724907,1473.734008471163,1773.741714955086,1739.1261243303534,
2023-08-10,,1679.23603041541,,,,,1154.6395593953248,,1828.7856079141072,1607.234838805502,,2087.6695250273247,1473.734008471163,1773.741714955086,1734.6621906152616,
2023-08-15,,1679.23603041541,,,,,1139.835515277963,,1831.9397018192935,1607.234838805502,,2087.6695250273247,1473.734008471163,1756.497896593903,1758.3610208423377,
2023-08-17,,1694.0327089900188,,,,,1139.835515277963,,1831.9397018192935,1593.0911098258007,,2090.910764201911,1470.9627600600304,1756.497896593903,1758.3610208423377,
2023-08-22,,1712.9765519991,,,,,1139.835515277963,,1831.9397018192935,1593.0911098258007,,2099.930078274713,1470.9627600600304,1738.8156861555194,1749.1910511146968,
2023-08-24,,1712.9765519991,,,,,1097.9681893767881,,1844.392146285522,1583.9953937782393,,2099.930078274713,1478.5828700829559,1738.8156861555194,1749.1910511146968,
2023-08-29,,1712.9765519991,,,,,1084.7980227821845,,1844.392146285522,1583.9953937782393,,2107.9849209603444,1478.5828700829559,1732.804720279254,1752.3060832882766,
2023-08-31,,1719.3844137062426,,,,,1084.7980227821845,,1835.9828418822556,1596.4887724333255,,2107.9849209603444,1464.6066940801459,1732.804720279254,1752.3060832882766,
2023-09-05,,1719.3844137062426,,,,,1072.3587711691773,,1835.9828418822556,1596.4887724333255,,2107.9849209603444,1464.6066940801459,1735.0459634265899,1752.3060832882766,
2023-09-07,,1719.3844137062426,,,,,1072.3587711691773,,1843.6396289427735,1585.7158597155687,,2107.9849209603444,1458.0672376410178,1735.0459634265899,1766.7107370574554,
2023-09-12,,1727.6662145686107,,,,,1072.3587711691773,,1843.6396289427735,1605.5947031239668,,2107.9849209603444,1449.102046702637,1715.2959149994053,1766.7107370574554,
2023-09-14,,1727.6662145686107,,,,,1070.612155425442,,1843.6396289427735,1605.5947031239668,,2108.424840438384,1449.102046702637,1715.2959149994053,1766.7107370574554,
2023-09-19,,1722.023843364831,,,,,1070.612155425442,,1821.2297557200409,1605.5947031239668,,2115.8137062264814,1449.102046702637,1715.2959149994053,1789.4277543293374,
2023-09-26,,1722.023843364831,,,,,1070.612155425442,,1832.6132120901357,1596.8037921295156,,2115.8137062264814,1442.1689175885563,1715.2959149994053,1797.4801079613933,
2023-09-28,,1736.8619249199594,,,,,1068.9916644605985,,1832.6132120901357,1596.8037921295156,,2116.2172295614378,1442.1689175885563,1700.986315234202,1797.4801079613933,
2023-10-03,,1731.4256605191022,,,,,1068.9916644605985,,1849.5085523331895,1596.8037921295156,,2123.4853991155287,1442.1689175885563,1700.986315234202,1780.2734434802474,
2023-10-10,,1731.4256605191022,,,,,1068.9916644605985,,1840.3987948895615,1596.8037921295156,,2133.29810735908,1442.1689175885563,1700.986315234202,1780.2734434802474,
2024-06-11,,,,,,1722.1853249091243,,,1833.852123925932,1590.038284893381,,,1449.820848525056,1700.986315234202,1780.2734434802474,
2024-06-18,,,,,,1722.1853249091243,,,1833.852123925932,1579.2227193473432,1136.57595888525,,1459.3316590820464,1712.108805816185,1780.2734434802474,
2024-06-20,,,,,,1803.8698587782387,,,1849.0166826331501,1579.2227193473432,1136.57595888525,,1459.3316590820464,1712.108805816185,1764.2305203278297,1264.8547880236415
2024-06-25,,,,,,1789.2848616361143,,,1849.0166826331501,1583.4138931183707,1033.2696901502798,,1459.3316590820464,1712.108805816185,1765.6292009227327,1264.8547880236415
2024-06-27,,,,,,1789.2848616361143,,,1854.9765989672103,1583.4138931183707,1033.2696901502798,,1453.8332472144698,1716.338339756134,1765.6292009227327,1140.5534184263447
2024-07-02,,,,,,1789.2848616361143,,,1854.9765989672103,1583.4138931183707,1207.422176158931,,1453.8332472144698,1703.9455741645993,1780.9155094062342,934.7681034812675
2024-07-09,,,,,,1698.509042703137,,,1854.9765989672103,1560.8450919926788,1207.422176158931,,1465.689108088866,1703.9455741645993,1780.9155094062342,1320.7010894738974
2024-07-11,,,,,,1698.509042703137,,,1866.6289596234149,1560.8450919926788,1162.9540321019424,,1465.689108088866,1694.3517348859816,1784.5178167883514,1320.7010894738974
2024-07-16,,,,,,1698.509042703137,,,1868.8629513865014,1560.8450919926788,1138.1577421678394,,1465.689108088866,1694.3517348859816,1784.5178167883514,1320.7010894738974
2024-07-18,,,,,,1697.6188687689855,,,1868.8629513865014,1560.8450919926788,1138.1577421678394,,1461.0548156735376,1694.4908989874848,1784.5178167883514,1367.0947583001469
2024-07-23,,,,,,1697.6188687689855,,,1876.241282980974,1554.7222427578522,1138.1577421678394,,1461.0548156735376,1694.4908989874848,1789.9754067797187,1333.8530546495815
2024-07-25,,,,,,1712.7992370568168,,,1876.241282980974,1554.7222427578522,1101.2417585859018,,1482.754289089079,1674.9387313901086,1789.9754067797187,1333.8530546495815
2024-07-30,,,,,,1755.215064431048,,,1879.7119194013753,1546.059837689762,1101.2417585859018,,1482.754289089079,1674.9387313901086,1789.9754067797187,1313.792652387313
2024-08-01,,,,,,1755.215064431048,,,1879.7119194013753,1546.059837689762,1362.0079881834195,,1495.7337869031874,1652.4083372290283,1774.774561976834,1313.792652387313
